# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Thu Apr 10 16:34:26 2025
# Radiative transfer took 0.916 seconds
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total CO2 N2 CO O2 SO2 H2O O3  Rayleigh CIA
7.639857421e-01 7.01155e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99776e-01 9.99999e-01 7.01311e-02 9.99999e-01
7.678056708e-01 7.38991e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99842e-01 9.99999e-01 7.39107e-02 9.99999e-01
7.716446992e-01 7.77840e-02 9.99756e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99867e-01 9.99999e-01 7.78131e-02 9.99999e-01
7.755029227e-01 8.16382e-02 9.97731e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99820e-01 9.99999e-01 8.18384e-02 9.99999e-01
7.793804373e-01 8.49554e-02 9.88808e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99175e-01 9.99999e-01 8.59863e-02 9.99998e-01
7.832773395e-01 5.36285e-02 5.95898e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.96315e-01 9.99999e-01 9.02561e-02 9.99994e-01
7.871937262e-01 6.35430e-02 6.77820e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.89802e-01 9.99999e-01 9.46474e-02 9.99960e-01
7.911296948e-01 7.83346e-02 7.95499e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.92561e-01 9.99999e-01 9.91592e-02 9.99876e-01
7.950853433e-01 8.92135e-02 8.65210e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.93201e-01 9.99999e-01 1.03791e-01 9.99875e-01
7.990607700e-01 1.01801e-01 9.49942e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.87323e-01 9.99999e-01 1.08540e-01 9.99871e-01
8.030560739e-01 1.11161e-01 9.92740e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.87459e-01 9.99999e-01 1.13407e-01 9.99877e-01
8.070713542e-01 1.16057e-01 9.97482e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.82844e-01 9.99999e-01 1.18390e-01 9.99914e-01
8.111067110e-01 1.14160e-01 9.98602e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.25932e-01 9.99999e-01 1.23486e-01 9.99775e-01
8.151622446e-01 1.10076e-01 9.97929e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.57585e-01 9.99999e-01 1.28695e-01 9.98943e-01
8.192380558e-01 1.23788e-01 9.97308e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.27660e-01 9.99999e-01 1.34014e-01 9.98231e-01
8.233342461e-01 1.21066e-01 9.98102e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 8.71053e-01 9.99999e-01 1.39441e-01 9.98517e-01
8.274509173e-01 1.34972e-01 9.97341e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.34416e-01 9.99999e-01 1.44974e-01 9.98832e-01
8.315881719e-01 1.36799e-01 9.90991e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.16950e-01 9.99999e-01 1.50611e-01 9.99340e-01
8.357461127e-01 1.45453e-01 9.98677e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.31627e-01 9.99999e-01 1.56350e-01 9.99839e-01
8.399248433e-01 1.54853e-01 9.97267e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.57422e-01 9.99999e-01 1.62187e-01 9.99935e-01
8.441244675e-01 1.63496e-01 9.94197e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.77881e-01 9.99999e-01 1.68120e-01 9.99955e-01
8.483450899e-01 1.72074e-01 9.99997e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.88126e-01 9.99999e-01 1.74147e-01 9.99971e-01
8.525868153e-01 1.78997e-01 9.99503e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.93484e-01 9.99999e-01 1.80264e-01 9.99976e-01
