Wavelength_um,Total_T,Planet
0.4418364011,0.7423893,Kelt-9_b
0.4420573193,0.74281704,Kelt-9_b
0.442278348,0.74324743,Kelt-9_b
0.4424994872,0.74368126,Kelt-9_b
0.4427207369,0.74411884,Kelt-9_b
0.4429420973,0.74455991,Kelt-9_b
0.4431635683,0.74500375,Kelt-9_b
0.4433851501,0.74544933,Kelt-9_b
0.4436068427,0.74589551,Kelt-9_b
0.4438286461,0.74634128,Kelt-9_b
0.4440505604,0.74678583,Kelt-9_b
0.4442725857,0.74722866,Kelt-9_b
0.444494722,0.74766948,Kelt-9_b
0.4447169694,0.74810821,Kelt-9_b
0.4449393279,0.74854485,Kelt-9_b
0.4451617975,0.74897948,Kelt-9_b
0.4453843784,0.74941222,Kelt-9_b
0.4456070706,0.74984325,Kelt-9_b
0.4458298741,0.75027279,Kelt-9_b
0.4460527891,0.75070113,Kelt-9_b
0.4462758155,0.75112858,Kelt-9_b
0.4464989534,0.75155543,Kelt-9_b
0.4467222029,0.75198193,Kelt-9_b
0.446945564,0.75240825,Kelt-9_b
0.4471690367,0.75283445,Kelt-9_b
0.4473926213,0.75326052,Kelt-9_b
0.4476163176,0.75368642,Kelt-9_b
0.4478401257,0.75411205,Kelt-9_b
0.4480640458,0.75453735,Kelt-9_b
0.4482880778,0.75496231,Kelt-9_b
0.4485122219,0.75538692,Kelt-9_b
0.448736478,0.75581118,Kelt-9_b
0.4489608462,0.75623512,Kelt-9_b
0.4491853266,0.75665874,Kelt-9_b
0.4494099193,0.75708201,Kelt-9_b
0.4496346243,0.75750493,Kelt-9_b
0.4498594416,0.75792744,Kelt-9_b
0.4500843713,0.75834953,Kelt-9_b
0.4503094135,0.75877114,Kelt-9_b
0.4505345682,0.75919226,Kelt-9_b
0.4507598355,0.75961286,Kelt-9_b
0.4509852154,0.76003295,Kelt-9_b
0.451210708,0.76045254,Kelt-9_b
0.4514363133,0.7608717,Kelt-9_b
0.4516620315,0.76129045,Kelt-9_b
0.4518878625,0.76170884,Kelt-9_b
0.4521138064,0.76212688,Kelt-9_b
0.4523398633,0.76254454,Kelt-9_b
0.4525660333,0.76296176,Kelt-9_b
0.4527923163,0.76337848,Kelt-9_b
0.4530187125,0.76379461,Kelt-9_b
0.4532452218,0.76421011,Kelt-9_b
0.4534718444,0.76462493,Kelt-9_b
0.4536985803,0.76503906,Kelt-9_b
0.4539254296,0.76545249,Kelt-9_b
0.4541523924,0.76586522,Kelt-9_b
0.4543794685,0.76627727,Kelt-9_b
0.4546066583,0.76668867,Kelt-9_b
0.4548339616,0.76709946,Kelt-9_b
0.4550613786,0.76750967,Kelt-9_b
0.4552889093,0.76791932,Kelt-9_b
0.4555165537,0.7683284,Kelt-9_b
0.455744312,0.76873689,Kelt-9_b
0.4559721842,0.76914475,Kelt-9_b
0.4562001703,0.76955191,Kelt-9_b
0.4564282703,0.76995831,Kelt-9_b
0.4566564845,0.77036389,Kelt-9_b
0.4568848127,0.77076863,Kelt-9_b
0.4571132551,0.77117248,Kelt-9_b
0.4573418118,0.77157545,Kelt-9_b
0.4575704827,0.77197752,Kelt-9_b
0.4577992679,0.77237873,Kelt-9_b
0.4580281675,0.77277908,Kelt-9_b
0.4582571816,0.7731786,Kelt-9_b
0.4584863102,0.77357734,Kelt-9_b
0.4587155534,0.7739753,Kelt-9_b
0.4589449111,0.77437253,Kelt-9_b
0.4591743836,0.77476902,Kelt-9_b
0.4594039708,0.7751648,Kelt-9_b
0.4596336728,0.77555988,Kelt-9_b
0.4598634896,0.77595426,Kelt-9_b
0.4600934214,0.77634795,Kelt-9_b
0.4603234681,0.77674095,Kelt-9_b
0.4605536298,0.77713327,Kelt-9_b
0.4607839066,0.7775249,Kelt-9_b
0.4610142986,0.77791586,Kelt-9_b
0.4612448057,0.77830615,Kelt-9_b
0.4614754281,0.77869578,Kelt-9_b
0.4617061658,0.77908478,Kelt-9_b
0.4619370189,0.77947317,Kelt-9_b
0.4621679874,0.77986098,Kelt-9_b
0.4623990714,0.78024822,Kelt-9_b
0.462630271,0.78063493,Kelt-9_b
0.4628615861,0.78102107,Kelt-9_b
0.4630930169,0.78140664,Kelt-9_b
0.4633245634,0.78179156,Kelt-9_b
0.4635562257,0.78217576,Kelt-9_b
0.4637880038,0.78255912,Kelt-9_b
0.4640198978,0.7829415,Kelt-9_b
0.4642519077,0.78332279,Kelt-9_b
0.4644840337,0.78370289,Kelt-9_b
0.4647162757,0.78408176,Kelt-9_b
0.4649486338,0.78445947,Kelt-9_b
0.4651811082,0.78483618,Kelt-9_b
0.4654136987,0.78521216,Kelt-9_b
0.4656464056,0.78558774,Kelt-9_b
0.4658792288,0.78596323,Kelt-9_b
0.4661121684,0.78633889,Kelt-9_b
0.4663452245,0.78671478,Kelt-9_b
0.4665783971,0.78709082,Kelt-9_b
0.4668116863,0.78746672,Kelt-9_b
0.4670450921,0.78784207,Kelt-9_b
0.4672786147,0.78821642,Kelt-9_b
0.467512254,0.7885894,Kelt-9_b
0.4677460101,0.78896078,Kelt-9_b
0.4679798831,0.78933053,Kelt-9_b
0.4682138731,0.78969886,Kelt-9_b
0.46844798,0.79006615,Kelt-9_b
0.468682204,0.79043288,Kelt-9_b
0.4689165451,0.79079957,Kelt-9_b
0.4691510034,0.79116666,Kelt-9_b
0.4693855789,0.79153446,Kelt-9_b
0.4696202716,0.79190308,Kelt-9_b
0.4698550818,0.79227248,Kelt-9_b
0.4700900093,0.79264244,Kelt-9_b
0.4703250543,0.7930126,Kelt-9_b
0.4705602169,0.79338252,Kelt-9_b
0.470795497,0.79375174,Kelt-9_b
0.4710308947,0.79411981,Kelt-9_b
0.4712664102,0.79448639,Kelt-9_b
0.4715020434,0.79485126,Kelt-9_b
0.4717377944,0.79521437,Kelt-9_b
0.4719736633,0.79557589,Kelt-9_b
0.4722096501,0.79593612,Kelt-9_b
0.4724457549,0.79629549,Kelt-9_b
0.4726819778,0.79665444,Kelt-9_b
0.4729183188,0.79701335,Kelt-9_b
0.473154778,0.79737249,Kelt-9_b
0.4733913554,0.79773195,Kelt-9_b
0.473628051,0.79809168,Kelt-9_b
0.4738648651,0.79845149,Kelt-9_b
0.4741017975,0.79881115,Kelt-9_b
0.4743388484,0.79917042,Kelt-9_b
0.4745760178,0.79952909,Kelt-9_b
0.4748133058,0.79988705,Kelt-9_b
0.4750507125,0.80024428,Kelt-9_b
0.4752882378,0.80060083,Kelt-9_b
0.4755258819,0.80095681,Kelt-9_b
0.4757636449,0.80131233,Kelt-9_b
0.4760015267,0.80166752,Kelt-9_b
0.4762395275,0.80202245,Kelt-9_b
0.4764776472,0.80237718,Kelt-9_b
0.4767158861,0.80273167,Kelt-9_b
0.476954244,0.80308588,Kelt-9_b
0.4771927211,0.8034397,Kelt-9_b
0.4774313175,0.80379304,Kelt-9_b
0.4776700331,0.8041458,Kelt-9_b
0.4779088682,0.80449788,Kelt-9_b
0.4781478226,0.80484924,Kelt-9_b
0.4783868965,0.80519983,Kelt-9_b
0.47862609,0.80554964,Kelt-9_b
0.478865403,0.80589869,Kelt-9_b
0.4791048357,0.80624703,Kelt-9_b
0.4793443881,0.80659475,Kelt-9_b
0.4795840603,0.80694197,Kelt-9_b
0.4798238523,0.80728882,Kelt-9_b
0.4800637643,0.80763541,Kelt-9_b
0.4803037962,0.80798184,Kelt-9_b
0.4805439481,0.8083281,Kelt-9_b
0.48078422,0.80867413,Kelt-9_b
0.4810246121,0.80901979,Kelt-9_b
0.4812651244,0.80936486,Kelt-9_b
0.481505757,0.80970911,Kelt-9_b
0.4817465099,0.81005226,Kelt-9_b
0.4819873831,0.81039403,Kelt-9_b
0.4822283768,0.81073416,Kelt-9_b
0.482469491,0.81107241,Kelt-9_b
0.4827107258,0.81140858,Kelt-9_b
0.4829520811,0.8117426,Kelt-9_b
0.4831935572,0.81207453,Kelt-9_b
0.4834351539,0.81240463,Kelt-9_b
0.4836768715,0.81273335,Kelt-9_b
0.48391871,0.81306133,Kelt-9_b
0.4841606693,0.81338926,Kelt-9_b
0.4844027496,0.81371782,Kelt-9_b
0.484644951,0.81404754,Kelt-9_b
0.4848872735,0.81437872,Kelt-9_b
0.4851297171,0.81471138,Kelt-9_b
0.485372282,0.81504534,Kelt-9_b
0.4856149681,0.81538027,Kelt-9_b
0.4858577756,0.81571578,Kelt-9_b
0.4861007045,0.81605156,Kelt-9_b
0.4863437549,0.81638734,Kelt-9_b
0.4865869267,0.81672292,Kelt-9_b
0.4868302202,0.81705815,Kelt-9_b
0.4870736353,0.81739283,Kelt-9_b
0.4873171721,0.81772674,Kelt-9_b
0.4875608307,0.81805964,Kelt-9_b
0.4878046111,0.81839129,Kelt-9_b
0.4880485134,0.81872154,Kelt-9_b
0.4882925377,0.81905032,Kelt-9_b
0.488536684,0.81937772,Kelt-9_b
0.4887809523,0.8197039,Kelt-9_b
0.4890253428,0.82002909,Kelt-9_b
0.4892698554,0.82035354,Kelt-9_b
0.4895144904,0.82067741,Kelt-9_b
0.4897592476,0.8210008,Kelt-9_b
0.4900041272,0.82132375,Kelt-9_b
0.4902491293,0.82164621,Kelt-9_b
0.4904942539,0.82196811,Kelt-9_b
0.490739501,0.82228937,Kelt-9_b
0.4909848708,0.82260992,Kelt-9_b
0.4912303632,0.82292969,Kelt-9_b
0.4914759784,0.82324864,Kelt-9_b
0.4917217164,0.82356673,Kelt-9_b
0.4919675772,0.82388398,Kelt-9_b
0.492213561,0.82420041,Kelt-9_b
0.4924596678,0.8245161,Kelt-9_b
0.4927058976,0.82483118,Kelt-9_b
0.4929522506,0.82514579,Kelt-9_b
0.4931987267,0.82546011,Kelt-9_b
0.4934453261,0.8257743,Kelt-9_b
0.4936920487,0.82608847,Kelt-9_b
0.4939388947,0.82640269,Kelt-9_b
0.4941858642,0.82671691,Kelt-9_b
0.4944329571,0.82703102,Kelt-9_b
0.4946801736,0.8273448,Kelt-9_b
0.4949275137,0.82765795,Kelt-9_b
0.4951749774,0.82797009,Kelt-9_b
0.4954225649,0.82828077,Kelt-9_b
0.4956702762,0.82858952,Kelt-9_b
0.4959181114,0.82889586,Kelt-9_b
0.4961660704,0.82919938,Kelt-9_b
0.4964141534,0.82949986,Kelt-9_b
0.4966623605,0.82979737,Kelt-9_b
0.4969106917,0.83009233,Kelt-9_b
0.497159147,0.83038558,Kelt-9_b
0.4974077266,0.83067823,Kelt-9_b
0.4976564305,0.83097149,Kelt-9_b
0.4979052587,0.83126642,Kelt-9_b
0.4981542113,0.83156366,Kelt-9_b
0.4984032884,0.83186327,Kelt-9_b
0.4986524901,0.8321646,Kelt-9_b
0.4989018163,0.83246639,Kelt-9_b
0.4991512672,0.83276692,Kelt-9_b
0.4994008429,0.83306421,Kelt-9_b
0.4996505433,0.83335629,Kelt-9_b
0.4999003686,0.83364136,Kelt-9_b
0.5001503187,0.83391798,Kelt-9_b
0.5004003939,0.83418517,Kelt-9_b
0.5006505941,0.83444233,Kelt-9_b
0.5009009194,0.83468921,Kelt-9_b
0.5011513699,0.83492582,Kelt-9_b
0.5014019455,0.83515244,Kelt-9_b
0.5016526465,0.8353698,Kelt-9_b
0.5019034728,0.83557945,Kelt-9_b
0.5021544246,0.83578416,Kelt-9_b
0.5024055018,0.83598822,Kelt-9_b
0.5026567045,0.83619737,Kelt-9_b
0.5029080329,0.83641819,Kelt-9_b
0.5031594869,0.83665706,Kelt-9_b
0.5034110666,0.83691897,Kelt-9_b
0.5036627722,0.83720639,Kelt-9_b
0.5039146036,0.83751874,Kelt-9_b
0.5041665609,0.83785243,Kelt-9_b
0.5044186442,0.83820157,Kelt-9_b
0.5046708535,0.83855907,Kelt-9_b
